Last,First,HOF,From,To,Position,Ht,Wt,Month,Day,Year,Country
Bowler,Bill,N,2001,2001,F,69,180,September,25,1974,Canada
Larocque,Michel,N,2001,2001,G,71,200,October,3,1976,Germany
Ralph,Brad,N,2001,2001,F,74,206,October,17,1980,Canada
Shearer,Rob,N,2001,2001,F,70,190,October,19,1976,Canada
Gron,Stanislav,N,2001,2001,F,74,205,October,28,1978,Slovakia
Selmser,Sean,N,2001,2001,F,73,195,November,10,1974,Canada
Smrek,Peter,N,2001,2002,D,73,215,February,16,1979,Slovakia
Nielsen,Chris,N,2001,2002,F,74,204,February,16,1980,Tanzania
Kharitonov,Alexander,N,2001,2002,F,69,169,March,30,1976,Russia
Goc,Sascha,N,2001,2002,D,78,220,April,14,1979,Germany
Gustafson,Derek,N,2001,2002,G,71,210,June,21,1979,USA
Spanhel,Martin,N,2001,2002,F,74,206,July,1,1977,Czech Republic
Divisek,Tomas,N,2001,2002,F,74,210,July,19,1979,Czech Republic
Obsut,Jaroslav,N,2001,2002,D,73,200,September,3,1976,Slovakia
Niemi,Antti-Jussi,N,2001,2002,D,73,195,September,22,1977,Finland
Kolarik,Pavel,N,2001,2002,D,73,207,October,24,1972,Czech Republic
Simicek,Roman,N,2001,2002,F,73,190,November,4,1971,Czech Republic
Matteucci,Mike,N,2001,2002,D,75,210,December,27,1971,Canada
Cullen,David,N,2001,2002,D,74,209,December,30,1976,Canada
Kultanen,Jarno,N,2001,2003,D,74,198,January,8,1973,Finland
Farkas,Jeff,N,2001,2003,F,73,185,January,24,1978,USA
Kallio,Tomi,N,2001,2003,F,73,190,January,27,1977,Finland
Snyder,Dan,N,2001,2003,F,73,190,February,23,1978,Canada
Konstantinov,Evgeny,N,2001,2003,G,73,176,March,29,1981,Russia
Tapper,Brad,N,2001,2003,F,73,185,April,28,1978,Canada
Davidson,Matt,N,2001,2003,F,75,196,August,9,1977,Canada
Classen,Greg,N,2001,2003,F,73,200,August,24,1977,Canada
Keefe,Sheldon,N,2001,2003,F,71,185,September,17,1980,Canada
Tibbetts,Billy,N,2001,2003,F,74,215,October,14,1974,USA
Kraft,Milan,N,2001,2004,F,76,212,January,17,1980,Czech Republic
Kutlak,Zdenek,N,2001,2004,D,75,221,February,13,1980,Czech Republic
Cechmanek,Roman,N,2001,2004,G,75,187,March,2,1971,Czech Republic
Tetarenko,Joey,N,2001,2004,F,74,215,March,3,1978,Canada
Law,Kirby,N,2001,2004,F,73,185,March,11,1977,Canada
Swanson,Brian,N,2001,2004,F,70,185,March,24,1976,USA
Kuznetsov,Maxim,N,2001,2004,D,77,230,March,24,1977,Russia
Corso,Daniel,N,2001,2004,F,70,187,April,3,1978,Canada
Manlow,Eric,N,2001,2004,F,73,180,April,7,1975,Canada
Hankinson,Casey,N,2001,2004,F,73,187,May,8,1976,USA
Podkonicky,Andrej,N,2001,2004,F,74,202,May,9,1978,Czech Republic
Kudroc,Kristian,N,2001,2004,D,79,255,May,21,1981,Czech Republic
Ward,Lance,N,2001,2004,D,75,210,June,2,1978,Canada
Armstrong,Chris,N,2001,2004,D,73,205,June,26,1975,Canada
Hajt,Chris,N,2001,2004,D,75,206,July,5,1978,Canada
Danton,Mike,N,2001,2004,F,69,190,October,21,1980,Canada
Berry,Rick,N,2001,2004,D,74,210,November,4,1978,Canada
Sekeras,Lubomir,N,2001,2004,D,73,183,November,18,1968,Czech Republic
Shvidki,Denis,N,2001,2004,F,74,210,November,21,1980,Ukraine
Bicek,Jiri,N,2001,2004,F,70,190,December,3,1978,Slovakia
Cutta,Jakub,N,2001,2004,D,75,214,December,29,1981,Czech Republic
Gainey,Steve,N,2001,2006,F,73,192,January,26,1979,Canada
Khavanov,Alexander,N,2001,2006,D,74,205,January,30,1972,Russia
Dagenais,Pierre,N,2001,2006,F,76,217,March,4,1978,Canada
Kloucek,Tomas,N,2001,2006,D,75,235,March,7,1980,Czech Republic
Brown,Mike,N,2001,2006,F,77,185,April,27,1979,Canada
Noronen,Mika,N,2001,2006,G,74,200,June,17,1979,Finland
Ouellet,Maxime,N,2001,2006,G,74,195,June,17,1981,Canada
Chouinard,Eric,N,2001,2006,F,75,215,July,8,1980,USA
Bouck,Tyler,N,2001,2007,F,73,196,January,13,1980,Canada
Petrovicky,Ronald,N,2001,2007,F,71,190,February,15,1977,Slovakia
Chouinard,Marc,N,2001,2007,F,77,218,May,6,1977,Canada
Payer,Serge,N,2001,2007,F,73,191,May,7,1979,Canada
Afanasenkov,Dmitry,N,2001,2007,F,74,209,May,12,1980,Russia
Arkhipov,Denis,N,2001,2007,F,75,214,May,19,1979,Russia
Tenkrat,Petr,N,2001,2007,F,73,183,May,31,1977,Czech Republic
Roche,Travis,N,2001,2007,D,73,200,June,17,1978,Canada
Low,Reed,N,2001,2007,F,76,220,June,21,1976,Canada
Vigier,J.P.,N,2001,2007,F,73,200,September,11,1976,Canada
Kolnik,Juraj,N,2001,2007,F,70,190,November,13,1980,Slovakia
Goren,Lee,N,2001,2007,F,75,205,December,26,1977,Canada
Vyborny,David,N,2001,2008,F,70,181,January,22,1975,Czech Republic
Beech,Kris,N,2001,2008,F,75,211,February,5,1981,Canada
Aebischer,David,N,2001,2008,G,73,185,February,7,1978,Switzerland
Kwiatkowski,Joel,N,2001,2008,D,74,210,March,22,1977,Canada
Holmqvist,Johan,N,2001,2008,G,75,198,May,24,1978,Sweden
Bell,Mark,N,2001,2008,F,76,220,August,5,1980,Canada
Vasicek,Josef,N,2001,2008,F,77,214,September,12,1980,Slovakia
Mezei,Branislav,N,2001,2008,D,76,235,October,8,1980,Czech Republic
Smith,Mark,N,2001,2008,F,70,200,October,24,1977,Canada
Nummelin,Petteri,N,2001,2008,D,70,188,November,25,1972,Finland
Darche,Mathieu,N,2001,2008,F,73,220,November,26,1976,Canada
Garon,Mathieu,N,2001,2009,G,74,207,January,9,1978,Canada
LaBarbera,Jason,N,2001,2009,G,75,235,January,18,1980,Canada
Fedotenko,Ruslan,N,2001,2009,F,74,195,January,18,1979,Ukraine
Melichar,Josef,N,2001,2009,D,74,220,January,20,1979,Czech Republic
Shelley,Jody,N,2001,2009,F,76,230,February,7,1976,Canada
Salvador,Bryce,N,2001,2009,D,74,220,February,11,1976,Canada
Fedoruk,Todd,N,2001,2009,F,74,240,February,13,1979,Canada
Gaborik,Marian,N,2001,2009,F,73,199,February,14,1982,Slovakia
Wallin,Niclas,N,2001,2009,D,75,220,February,20,1975,Sweden
Mottau,Mike,N,2001,2009,D,73,190,March,19,1978,USA
Klesla,Rostislav,N,2001,2009,D,75,220,March,21,1982,Czech Republic
Dupuis,Pascal,N,2001,2009,F,73,205,April,7,1979,Canada
Ponikarovsky,Alexei,N,2001,2009,F,76,220,April,9,1980,Ukraine
Pothier,Brian,N,2001,2009,D,73,200,April,15,1977,USA
Hartnell,Scott,N,2001,2009,F,74,210,April,18,1982,Canada
Havlat,Martin,N,2001,2009,F,73,204,April,19,1981,Czech Republic
Adams,Craig,N,2001,2009,F,73,200,April,26,1977,Canada
Richards,Brad,N,2001,2009,F,73,192,May,2,1980,Canada
Chimera,Jason,N,2001,2009,F,74,216,May,2,1979,Canada
Raycroft,Andrew,N,2001,2009,G,73,185,May,4,1980,Canada
Hedberg,Johan,N,2001,2009,G,73,185,May,5,1973,Sweden
VanRyn,Mike,N,2001,2009,D,73,198,May,14,1979,Canada
Bradley,Matt,N,2001,2009,F,75,210,June,13,1978,Canada
Whitfield,Trent,N,2001,2009,F,71,209,June,17,1977,Canada
Lilja,Andreas,N,2001,2009,D,75,220,July,13,1975,Sweden
Hordichuk,Darcy,N,2001,2009,F,73,215,August,10,1980,Canada
Williams,Jason,N,2001,2009,F,71,195,August,11,1980,Canada
Visnovsky,Lubomir,N,2001,2009,D,70,188,August,11,1976,Czech Republic
Turco,Marty,N,2001,2009,G,71,185,August,13,1975,Canada
Boulton,Eric,N,2001,2009,F,73,225,August,17,1976,Canada
Vaananen,Ossi,N,2001,2009,D,76,215,August,18,1980,Finland
Pyatt,Taylor,N,2001,2009,F,76,230,August,19,1981,Canada
Allen,Bryan,N,2001,2009,D,76,220,August,21,1980,Canada
McDonald,Andy,N,2001,2009,F,71,183,August,25,1977,Canada
Comrie,Mike,N,2001,2009,F,70,185,September,11,1980,Canada
Horcoff,Shawn,N,2001,2009,F,73,208,September,17,1978,Canada
DiPietro,Rick,N,2001,2009,G,73,210,September,19,1981,USA
Lydman,Toni,N,2001,2009,D,73,204,September,25,1977,Finland
Sedin,Henrik,N,2001,2009,F,74,190,September,26,1980,Sweden
Sedin,Daniel,N,2001,2009,F,73,185,September,26,1980,Sweden
Williams,Justin,N,2001,2009,F,73,195,October,4,1981,Canada
Pettinger,Matt,N,2001,2009,F,73,205,October,22,1980,Canada
Kiprusoff,Miikka,N,2001,2009,G,73,184,October,26,1976,Finland
Petersen,Toby,N,2001,2009,F,70,197,October,27,1978,USA
Commodore,Mike,N,2001,2009,D,77,228,November,7,1979,Canada
Hnidy,Shane,N,2001,2009,D,74,204,November,8,1975,Canada
Belanger,Eric,N,2001,2009,F,73,185,December,16,1977,Canada
Pahlsson,Samuel,N,2001,2009,F,73,203,December,17,1977,Sweden
Markov,Andrei,N,2001,2009,D,73,204,December,20,1978,Russia
Samuelsson,Mikael,N,2001,2009,F,74,213,December,23,1976,Sweden
Kurtz,Justin,N,2002,2002,D,73,188,January,14,1977,Canada
Parssinen,Timo,N,2002,2002,F,70,185,January,19,1977,Finland
Tselios,Nikos,N,2002,2002,D,77,226,January,20,1979,USA
Lajeunesse,Simon,N,2002,2002,G,73,178,January,22,1981,Canada
Andersson,Jonas,N,2002,2002,F,74,202,February,24,1981,Sweden
Daw,Jeff,N,2002,2002,F,75,190,February,28,1972,Canada
Royer,Gaetan,N,2002,2002,F,75,210,March,13,1976,Canada
Jardine,Ryan,N,2002,2002,F,73,210,March,15,1980,Canada
Heisten,Barrett,N,2002,2002,F,73,200,March,19,1980,USA
Smith,Nick,N,2002,2002,F,74,196,March,23,1979,Canada
Kelleher,Chris,N,2002,2002,D,73,210,March,23,1975,USA
Centomo,Sebastien,N,2002,2002,G,73,200,March,26,1981,Canada
Jarventie,Martti,N,2002,2002,D,71,196,April,4,1976,Finland
Morisset, David ,N,2002,2002,F,74,195,April,6,1981,Canada
Hentunen,Jukka,N,2002,2002,F,70,194,May,3,1974,Finland
Tobler,Ryan,N,2002,2002,F,75,227,May,13,1976,Canada
Sellars,Luke,N,2002,2002,D,73,210,May,21,1981,Canada
Pletka,Vaclav,N,2002,2002,F,71,182,June,8,1979,Czech Republic
Virta,Tony,N,2002,2002,F,70,196,June,28,1972,Finland
Damphousse,Jean-Francois,N,2002,2002,G,73,180,July,21,1979,Canada
Michaud,Olivier,N,2002,2002,G,71,179,September,14,1983,Canada
Bala,Chris,N,2002,2002,F,73,196,September,24,1978,USA
Corrinet,Chris,N,2002,2002,F,75,220,October,29,1978,USA
Pisa,Ales,N,2002,2003,D,73,195,January,2,1977,Czech Republic
Olvestad,Jimmie,N,2002,2003,F,73,194,February,16,1980,Sweden
Safronov,Kirill,N,2002,2003,D,74,215,February,26,1981,Russia
Lasak,Jan,N,2002,2003,G,73,200,April,10,1979,Slovakia
Blackburn,Dan,N,2002,2003,G,73,180,May,20,1983,Canada
Hyvonen,Hannes,N,2002,2003,F,74,200,August,29,1975,Finland
Dahlman,Toni,N,2002,2003,F,73,193,September,3,1979,Finland
DesRochers,Patrick,N,2002,2003,G,75,209,October,27,1979,Canada
Dopita,Jiri,N,2002,2003,F,76,210,December,2,1968,Czech Republic
Salomonsson,Andreas,N,2002,2003,F,73,200,December,19,1973,Sweden
Bellefeuille,Blake,N,2002,2003,F,70,208,December,27,1977,USA
Boumedienne,Josef,N,2002,2004,D,73,200,January,12,1978,Sweden
Papineau,Justin,N,2002,2004,F,71,205,January,15,1980,Canada
Rohloff,Todd,N,2002,2004,D,75,213,January,16,1974,USA
Berglund,Christian,N,2002,2004,F,71,195,March,12,1980,Sweden
Fortin,Jean-Francois,N,2002,2004,D,74,205,March,15,1979,Canada
Nedorost,Vaclav,N,2002,2004,F,73,190,March,16,1982,Slovakia
Jaspers,Jason,N,2002,2004,F,71,207,April,8,1981,Canada
Charpentier,Sebastien,N,2002,2004,G,69,177,April,18,1977,Canada
Nedorost,Andrej,N,2002,2004,F,73,199,April,30,1980,Slovakia
Beaudoin,Eric,N,2002,2004,F,77,210,May,3,1980,Canada
Rossiter,Kyle,N,2002,2004,D,75,220,June,9,1980,Canada
Krestanovich,Jordan,N,2002,2004,F,73,180,June,14,1981,Canada
Scott,Richard,N,2002,2004,F,74,195,August,1,1978,Canada
Peluso,Mike,N,2002,2004,F,73,208,September,2,1974,USA
Huml,Ivan,N,2002,2004,F,74,194,September,6,1981,Czech Republic
Moore,Steve,N,2002,2004,F,74,205,September,22,1978,Canada
Farrell,Mike,N,2002,2004,F,73,222,October,20,1978,USA
Hahl,Riku,N,2002,2004,F,73,205,November,1,1980,Finland
Bednar,Jaroslav,N,2002,2004,F,73,198,November,8,1976,Czech Republic
Schnabel,Robert,N,2002,2004,D,77,230,November,10,1978,Czech Republic
Piros,Kamil,N,2002,2004,F,73,200,November,20,1978,Czech Republic
Nurminen,Pasi,N,2002,2004,G,70,215,December,17,1975,Finland
Little,Neil,N,2002,2004,G,73,193,December,18,1971,Canada
Pilar,Karel,N,2002,2004,D,75,210,December,23,1977,Czech Republic
Focht,Dan,N,2002,2004,D,78,234,December,31,1977,Canada
Milley,Norm,N,2002,2006,F,73,211,February,14,1980,Canada
Peat,Stephen,N,2002,2006,F,75,230,March,10,1980,Canada
Brendl,Pavel,N,2002,2006,F,73,204,March,23,1981,Czech Republic
Yonkman,Nolan,N,2002,2006,D,78,245,April,1,1981,Canada
Flinn,Ryan,N,2002,2006,F,77,248,April,20,1980,Canada
Lefebvre,Guillaume,N,2002,2006,F,73,202,May,7,1981,Canada
Cibak,Martin,N,2002,2006,F,73,196,May,17,1980,Slovakia
Lessard,Francis,N,2002,2006,F,75,225,May,30,1979,Canada
Svoboda,Jaroslav,N,2002,2006,F,74,190,June,1,1980,Czech Republic
Simon,Ben,N,2002,2006,F,73,195,June,14,1978,USA
Divis,Reinhard,N,2002,2006,G,73,200,July,4,1975,Austria
Jillson,Jeff,N,2002,2006,D,75,215,July,24,1980,USA
Rita,Jani,N,2002,2006,F,73,206,July,25,1981,Finland
St.Jacques,Bruno,N,2002,2006,D,74,216,August,22,1980,Canada
Perrott,Nathan,N,2002,2006,F,73,225,December,8,1976,Canada
Prusek,Martin,N,2002,2006,G,73,176,December,11,1975,Czech Republic
Endicott,Shane,N,2002,2006,F,75,214,December,21,1981,Canada
Norton,Brad,N,2002,2007,D,76,230,February,13,1975,USA
Moran,Brad,N,2002,2007,F,71,187,March,20,1979,Canada
Meloche,Eric,N,2002,2007,F,70,202,May,1,1976,Canada
Markkanen,Jussi,N,2002,2007,G,73,182,May,8,1975,Finland
Walser,Derrick,N,2002,2007,D,70,190,May,12,1978,Canada
Cassivi,Frederic,N,2002,2007,G,76,220,June,12,1975,Canada
Rycroft,Mark,N,2002,2007,F,73,192,July,12,1978,Canada
Grenier,Martin,N,2002,2007,D,77,245,November,2,1980,Canada
Alexeev,Nikita,N,2002,2007,F,77,227,December,27,1981,Russia
Tarnstrom,Dick,N,2002,2008,D,73,205,January,20,1975,Sweden
DuPont,Micki,N,2002,2008,D,70,186,April,15,1980,Canada
Kapanen,Niko,N,2002,2008,F,69,180,April,29,1978,Finland
Langfeld,Josh,N,2002,2008,F,75,216,July,17,1977,USA
Brennan,Kip,N,2002,2008,F,76,230,August,27,1980,Canada
Hossa,Marcel,N,2002,2008,F,75,220,October,12,1981,Slovakia
Hartigan,Mark,N,2002,2008,F,73,200,October,15,1977,Canada
Westcott,Duvie,N,2002,2008,D,71,197,October,30,1977,Canada
Radivojevic,Branko,N,2002,2008,F,73,208,November,24,1980,Slovakia
Auld,Alex,N,2002,2009,G,77,221,January,7,1981,Canada
Tallinder,Henrik,N,2002,2009,D,75,214,January,10,1979,Sweden
Gionta,Brian,N,2002,2009,F,67,175,January,18,1979,USA
Heatley,Dany,N,2002,2009,F,75,220,January,21,1981,Germany
Kostopoulos,Tom,N,2002,2009,F,73,200,January,24,1979,Canada
Hilbert,Andy,N,2002,2009,F,71,194,February,6,1981,USA
Betts,Blair,N,2002,2009,F,75,210,February,16,1980,Canada
Sutherby,Brian,N,2002,2009,F,75,210,March,1,1982,Canada
Jackman,Barret,N,2002,2009,D,73,203,March,5,1981,Canada
Krajicek,Lukas,N,2002,2009,D,74,200,March,11,1983,Czech Republic
Arnason,Tyler,N,2002,2009,F,71,204,March,16,1979,USA
Conklin,Ty,N,2002,2009,G,73,184,March,30,1976,USA
Weiss,Stephen,N,2002,2009,F,71,185,April,3,1983,Canada
Avery,Sean,N,2002,2009,F,70,195,April,10,1980,Canada
Kovalchuk,Ilya,N,2002,2009,F,73,220,April,15,1983,Russia
Weaver,Mike,N,2002,2009,D,69,182,May,2,1978,Canada
Toskala,Vesa,N,2002,2009,G,70,195,May,20,1977,Finland
MacKenzie,Derek,N,2002,2009,F,70,178,June,11,1981,Canada
Vrbata,Radim,N,2002,2009,F,73,190,June,13,1981,Czech Republic
Neil,Chris,N,2002,2009,F,73,214,June,18,1979,Canada
Bryzgalov,Ilya,N,2002,2009,G,75,210,June,22,1980,Russia
Erskine,John,N,2002,2009,D,76,218,June,26,1980,Canada
Datsyuk,Pavel,N,2002,2009,F,71,197,July,20,1978,Russia
Clemmensen,Scott,N,2002,2009,G,75,205,July,23,1977,USA
Kolanos,Krys,N,2002,2009,F,75,206,July,27,1981,Canada
Boulerice,Jesse,N,2002,2009,F,74,215,August,10,1978,USA
Hall,Adam,N,2002,2009,F,75,206,August,14,1980,USA
Schultz,Nick,N,2002,2009,D,73,200,August,25,1982,Canada
Erat,Martin,N,2002,2009,F,73,195,August,29,1981,Czech Republic
Martinek,Radek,N,2002,2009,D,71,200,August,31,1976,Czech Republic
Torres,Raffi,N,2002,2009,F,73,215,October,8,1981,Canada
Tjarnqvist,Daniel,N,2002,2009,D,74,200,October,14,1976,Sweden
Cole,Erik,N,2002,2009,F,74,205,November,6,1978,USA
Huselius,Kristian,N,2002,2009,F,73,179,November,10,1978,Sweden
Hagman,Niklas,N,2002,2009,F,73,205,December,5,1979,Finland
Montador,Steve,N,2002,2009,D,73,205,December,21,1979,Canada
Kotalik,Ales,N,2002,2009,F,74,227,December,23,1978,Czech Republic
Mrozik,Rick,N,2003,2003,F,74,185,January,2,1975,USA
Brule,Steve,N,2003,2003,F,73,200,January,15,1975,Canada
Lupaschuk,Ross,N,2003,2003,D,73,218,January,19,1981,Canada
McMorrow,Sean,N,2003,2003,F,76,235,January,19,1982,Canada
Sivek,Michal,N,2003,2003,F,75,213,January,21,1981,Czech Republic
Johansson,Mathias,N,2003,2003,F,74,185,February,22,1974,Sweden
Schmidt,Chris,N,2003,2003,F,75,212,March,1,1976,Canada
Paul,Jeff,N,2003,2003,D,76,225,March,1,1978,Canada
Jokela,Mikko,N,2003,2003,D,73,212,March,4,1980,Finland
Aulin,Jared,N,2003,2003,F,73,192,March,15,1982,Canada
Kristek,Jaroslav,N,2003,2003,F,73,188,March,16,1980,Czech Republic
Fibiger,Jesse,N,2003,2003,D,75,210,April,4,1978,Canada
Manning,Paul,N,2003,2003,D,76,205,April,15,1979,Canada
MacNeil,Ian,N,2003,2003,F,74,190,April,27,1977,Canada
Bykov,Dmitri,N,2003,2003,D,70,169,May,5,1977,Russia
Koivisto,Tom,N,2003,2003,D,70,194,June,4,1974,Finland
Rudkowsky,Cody,N,2003,2003,G,73,206,July,21,1978,Canada
Hecl,Radoslav,N,2003,2003,D,73,196,October,11,1974,Slovakia
Kraft,Ryan,N,2003,2003,F,69,181,November,7,1975,USA
Haakana,Kari,N,2003,2003,D,73,222,November,8,1973,Finland
DeFauw,Brad,N,2003,2003,F,74,220,November,10,1977,USA
Murphy,Curtis,N,2003,2003,D,68,185,December,3,1975,Canada
Zalesak,Miroslav,N,2003,2004,F,73,200,January,2,1980,Slovakia
Mapletoft,Justin,N,2003,2004,F,73,202,January,11,1981,Canada
Heerema,Jeff,N,2003,2004,F,74,212,January,17,1980,Canada
Henry,Burke,N,2003,2004,D,75,206,January,21,1979,Canada
Surma,Damian,N,2003,2004,F,70,200,January,22,1981,USA
Samuelsson,Martin,N,2003,2004,F,74,210,January,25,1982,Sweden
Smirnov,Alexei,N,2003,2004,F,75,211,January,28,1982,Russia
McDonell,Kent,N,2003,2004,F,74,205,March,1,1979,Canada
Stephens,Charlie,N,2003,2004,F,75,220,April,5,1981,Canada
Vernarsky,Kris,N,2003,2004,F,75,201,April,5,1982,USA
Wallin,Rickard,N,2003,2004,F,74,185,April,19,1980,Sweden
Tripp,John,N,2003,2004,F,74,215,May,4,1977,Canada
Somik,Radovan,N,2003,2004,F,74,194,May,5,1977,Czech Republic
Radulov,Igor,N,2003,2004,F,73,186,August,23,1982,Russia
Zizka,Tomas,N,2003,2004,D,73,198,October,10,1979,Czech Republic
Kurka,Tomas,N,2003,2004,F,71,190,December,14,1981,Czech Republic
Siklenka,Mike,N,2003,2004,F,77,224,December,18,1979,Canada
Blatny,Zdenek,N,2003,2006,F,73,190,January,14,1981,Czech Republic
Severson,Cam,N,2003,2006,F,73,215,January,15,1978,Canada
Loyns,Lynn,N,2003,2006,F,71,205,February,21,1981,Canada
Kavanagh,Pat,N,2003,2006,F,75,192,March,14,1979,Canada
Wiseman,Chad,N,2003,2006,F,73,210,March,25,1981,Canada
Barney,Scott,N,2003,2006,F,76,210,March,27,1979,Canada
Pirjeta,Lasse,N,2003,2006,F,76,225,April,4,1974,Finland
Bartovic,Milan,N,2003,2006,F,71,200,April,9,1981,Slovakia
Koltsov,Konstantin,N,2003,2006,F,73,206,April,17,1981,Belarus
Fedorov,Fedor,N,2003,2006,F,76,230,June,11,1981,Russia
Pettinen,Tomi,N,2003,2006,D,75,220,June,17,1977,Finland
Majesky,Ivan,N,2003,2006,D,77,230,September,2,1976,Czech Republic
Surovy,Tomas,N,2003,2006,F,73,205,September,24,1981,Slovakia
Hedstrom,Jonathan,N,2003,2006,F,73,200,December,27,1977,Sweden
Reid,Brandon,N,2003,2007,F,68,185,March,9,1981,Canada
Abid,Ramzi,N,2003,2007,F,74,210,March,24,1980,Canada
Chistov,Stanislav,N,2003,2007,F,70,200,April,17,1983,Russia
Fahey,Jim,N,2003,2007,D,73,205,May,11,1979,USA
Malec,Tomas,N,2003,2007,D,74,193,May,13,1982,Slovakia
Dimitrakos,Niko,N,2003,2007,F,71,205,May,21,1979,USA
Weinhandl,Mattias,N,2003,2007,F,73,183,June,1,1980,Sweden
Caron,Sebastien,N,2003,2007,G,73,170,June,25,1980,Canada
Finley,Brian,N,2003,2007,G,75,205,July,13,1981,Canada
Cajanek,Petr,N,2003,2007,F,71,193,August,18,1975,Czech Republic
Sejna,Peter,N,2003,2007,F,71,198,October,5,1979,Slovakia
Svitov,Alexander,N,2003,2007,F,75,228,November,3,1982,Russia
Gamache,Simon,N,2003,2008,F,70,186,January,3,1981,Canada
Wanvig,Kyle,N,2003,2008,F,74,210,January,29,1981,Canada
DiPenta,Joe,N,2003,2008,D,74,199,February,25,1979,Canada
King,Jason,N,2003,2008,F,73,195,September,14,1981,Canada
Emery,Ray,N,2003,2008,G,74,196,September,28,1982,Canada
Haydar,Darren,N,2003,2008,F,69,170,October,22,1979,Canada
Allen,Bobby,N,2003,2008,D,73,201,November,14,1978,USA
Rupp,Mike,N,2003,2009,F,77,230,January,13,1980,USA
Lundmark,Jamie,N,2003,2009,F,73,200,January,16,1981,Canada
Sauer,Kurt,N,2003,2009,D,76,220,January,16,1981,USA
Zigomanis,Mike,N,2003,2009,F,73,200,January,17,1981,Canada
Komisarek,Mike,N,2003,2009,D,76,240,January,19,1982,USA
Colaiacovo,Carlo,N,2003,2009,D,73,200,January,27,1983,Canada
Gaustad,Paul,N,2003,2009,F,77,214,February,3,1982,USA
Smithson,Jerred,N,2003,2009,F,75,194,February,4,1979,Canada
Taffe,Jeff,N,2003,2009,F,75,207,February,19,1981,USA
Vandermeer,Jim,N,2003,2009,D,73,208,February,21,1980,Canada
Volchenkov,Anton,N,2003,2009,D,73,232,February,25,1982,Russia
Godard,Eric,N,2003,2009,F,76,214,March,7,1980,Canada
Hainsey,Ron,N,2003,2009,D,75,210,March,24,1981,USA
Janik,Doug,N,2003,2009,D,74,209,March,26,1980,USA
Walker,Matt,N,2003,2009,D,75,213,April,7,1980,Canada
Semenov,Alexei,N,2003,2009,D,78,235,April,10,1981,Russia
Thomas,Tim,N,2003,2009,G,71,208,April,15,1974,USA
Kobasew,Chuck,N,2003,2009,F,71,192,April,17,1982,Canada
Bouchard,Pierre-Marc,N,2003,2009,F,70,171,April,27,1984,Canada
Backman,Christian,N,2003,2009,D,76,210,April,28,1980,Sweden
Davison,Rob,N,2003,2009,D,75,220,May,1,1980,Canada
Fiddler,Vernon,N,2003,2009,F,71,204,May,9,1980,Canada
Leighton,Michael,N,2003,2009,G,75,186,May,19,1981,Canada
Anderson,Craig,N,2003,2009,G,74,180,May,21,1981,USA
Beauchemin,Francois,N,2003,2009,D,73,213,June,4,1980,Canada
Cammalleri,Michael,N,2003,2009,F,69,185,June,8,1982,Canada
Spezza,Jason,N,2003,2009,F,75,214,June,13,1983,Canada
Nash,Rick,N,2003,2009,F,76,218,June,16,1984,Canada
Frolov,Alexander,N,2003,2009,F,74,216,June,19,1982,Russia
Corvo,Joe,N,2003,2009,D,73,204,June,20,1977,USA
Stoll,Jarret,N,2003,2009,F,73,210,June,25,1982,Canada
Hunter,Trent,N,2003,2009,F,75,210,July,5,1980,Canada
Cheechoo,Jonathan,N,2003,2009,F,73,205,July,15,1980,Canada
Miller,Ryan,N,2003,2009,G,74,175,July,17,1980,USA
Seidenberg,Dennis,N,2003,2009,D,73,210,July,18,1981,Germany
Thornton,Shawn,N,2003,2009,F,74,217,July,23,1977,Canada
Leopold,Jordan,N,2003,2009,D,73,200,August,3,1980,USA
Hemsky,Ales,N,2003,2009,F,73,192,August,13,1983,Czech Republic
McLean,Brett,N,2003,2009,F,71,185,August,14,1978,Canada
Exelby,Garnet,N,2003,2009,D,73,210,August,16,1981,Canada
Ott,Steve,N,2003,2009,F,73,193,August,19,1982,Canada
Gerber,Martin,N,2003,2009,G,71,201,September,3,1974,Switzerland
Huet,Cristobal,N,2003,2009,G,73,204,September,3,1975,France
Tellqvist,Mikael,N,2003,2009,G,71,185,September,19,1979,Sweden
Orpik,Brooks,N,2003,2009,D,74,219,September,26,1980,USA
Bouwmeester,Jay,N,2003,2009,D,76,212,September,27,1983,Canada
Sanford,Curtis,N,2003,2009,G,70,187,October,5,1979,Canada
Upshall,Scottie,N,2003,2009,F,73,197,October,7,1983,Canada
Zetterberg,Henrik,N,2003,2009,F,71,195,October,9,1980,Sweden
Bergeron,Marc-Andre,N,2003,2009,D,70,197,October,13,1980,Canada
Henry,Alex,N,2003,2009,D,77,220,October,18,1979,Canada
Eminger,Steve,N,2003,2009,D,74,212,October,31,1983,Canada
Veilleux,Stephane,N,2003,2009,F,73,190,November,16,1981,Canada
Foster,Kurtis,N,2003,2009,D,77,220,November,24,1981,Canada
Bayda,Ryan,N,2003,2009,F,71,185,December,9,1980,Canada
