"location","date","hour","minute","level","time"
1612404,20110607,2,30,1.22,6.10416666666667
1612404,20110607,2,36,1.26,6.10833333333333
1612404,20110607,2,42,1.29,6.1125
1612404,20110607,2,48,1.32,6.11666666666667
1612404,20110607,2,54,1.35,6.12083333333333
1612404,20110607,3,0,1.38,6.125
1612404,20110607,3,6,1.41,6.12916666666667
1612404,20110607,3,12,1.44,6.13333333333333
1612404,20110607,3,18,1.47,6.1375
1612404,20110607,3,24,1.5,6.14166666666667
1612404,20110607,3,30,1.53,6.14583333333333
1612404,20110607,3,36,1.55,6.15
1612404,20110607,3,42,1.58,6.15416666666667
1612404,20110607,3,48,1.6,6.15833333333333
1612404,20110607,3,54,1.63,6.1625
1612404,20110607,4,0,1.65,6.16666666666667
1612404,20110607,4,6,1.67,6.17083333333333
1612404,20110607,4,12,1.69,6.175
1612404,20110607,4,18,1.71,6.17916666666667
1612404,20110607,4,24,1.73,6.18333333333333
1612404,20110607,4,30,1.75,6.1875
1612404,20110607,4,36,1.77,6.19166666666667
1612404,20110607,4,42,1.78,6.19583333333333
1612404,20110607,4,48,1.79,6.2
1612404,20110607,4,54,1.8,6.20416666666667
1612404,20110607,5,0,1.81,6.20833333333333
1612404,20110607,5,6,1.82,6.2125
1612404,20110607,5,12,1.83,6.21666666666667
1612404,20110607,5,18,1.83,6.22083333333333
1612404,20110607,5,24,1.84,6.225
1612404,20110607,5,30,1.84,6.22916666666667
1612404,20110607,5,36,1.84,6.23333333333333
1612404,20110607,5,42,1.84,6.2375
1612404,20110607,5,48,1.84,6.24166666666667
1612404,20110607,5,54,1.84,6.24583333333333
1612404,20110607,6,0,1.83,6.25
1612404,20110607,6,6,1.83,6.25416666666667
1612404,20110607,6,12,1.82,6.25833333333333
1612404,20110607,6,18,1.81,6.2625
1612404,20110607,6,24,1.8,6.26666666666667
1612404,20110607,6,30,1.79,6.27083333333333
1612404,20110607,6,36,1.77,6.275
1612404,20110607,6,42,1.76,6.27916666666667
1612404,20110607,6,48,1.75,6.28333333333333
1612404,20110607,6,54,1.73,6.2875
1612404,20110607,7,0,1.71,6.29166666666667
1612404,20110607,7,6,1.69,6.29583333333333
1612404,20110607,7,12,1.67,6.3
1612404,20110607,7,18,1.64,6.30416666666667
1612404,20110607,7,24,1.62,6.30833333333333
1612404,20110607,7,30,1.59,6.3125
1612404,20110607,7,36,1.57,6.31666666666667
1612404,20110607,7,42,1.54,6.32083333333333
1612404,20110607,7,48,1.51,6.325
1612404,20110607,7,54,1.48,6.32916666666667
1612404,20110607,8,0,1.45,6.33333333333333
1612404,20110607,8,6,1.42,6.3375
1612404,20110607,8,12,1.38,6.34166666666667
1612404,20110607,8,18,1.35,6.34583333333333
1612404,20110607,8,24,1.32,6.35
1612404,20110607,8,30,1.28,6.35416666666667
1612404,20110607,8,36,1.24,6.35833333333333
1612404,20110607,8,42,1.21,6.3625
1612404,20110607,8,48,1.17,6.36666666666667
1612404,20110607,8,54,1.13,6.37083333333333
1612404,20110607,9,0,1.1,6.375
1612404,20110607,9,6,1.06,6.37916666666667
1612404,20110607,9,12,1.02,6.38333333333333
1612404,20110607,9,18,0.98,6.3875
1612404,20110607,9,24,0.94,6.39166666666667
1612404,20110607,9,30,0.9,6.39583333333333
1612404,20110607,9,36,0.86,6.4
1612404,20110607,9,42,0.83,6.40416666666667
1612404,20110607,9,48,0.79,6.40833333333333
1612404,20110607,9,54,0.75,6.4125
1612404,20110607,10,0,0.71,6.41666666666667
1612404,20110607,10,6,0.68,6.42083333333333
1612404,20110607,10,12,0.64,6.425
1612404,20110607,10,18,0.6,6.42916666666667
1612404,20110607,10,24,0.57,6.43333333333333
1612404,20110607,10,30,0.53,6.4375
1612404,20110607,10,36,0.5,6.44166666666667
1612404,20110607,10,42,0.46,6.44583333333333
1612404,20110607,10,48,0.43,6.45
1612404,20110607,10,54,0.4,6.45416666666667
1612404,20110607,11,0,0.36,6.45833333333333
1612404,20110607,11,6,0.33,6.4625
1612404,20110607,11,12,0.31,6.46666666666667
1612404,20110607,11,18,0.28,6.47083333333333
1612404,20110607,11,24,0.25,6.475
1612404,20110607,11,30,0.22,6.47916666666667
1612404,20110607,11,36,0.19,6.48333333333333
1612404,20110607,11,42,0.17,6.4875
1612404,20110607,11,48,0.15,6.49166666666667
1612404,20110607,11,54,0.12,6.49583333333333
1612404,20110607,12,0,0.1,6.5
1612404,20110607,12,6,0.09,6.50416666666667
1612404,20110607,12,12,0.07,6.50833333333333
1612404,20110607,12,18,0.05,6.5125
1612404,20110607,12,24,0.04,6.51666666666667
1612404,20110607,12,30,0.03,6.52083333333333
1612404,20110607,12,36,0.01,6.525
1612404,20110607,12,42,0.01,6.52916666666667
1612404,20110607,12,48,0,6.53333333333333
1612404,20110607,12,54,-0.01,6.5375
1612404,20110607,13,0,-0.01,6.54166666666667
1612404,20110607,13,6,-0.02,6.54583333333333
1612404,20110607,13,12,-0.02,6.55
1612404,20110607,13,18,-0.02,6.55416666666667
1612404,20110607,13,24,-0.01,6.55833333333333
1612404,20110607,13,30,-0.01,6.5625
1612404,20110607,13,36,-0.01,6.56666666666667
1612404,20110607,13,42,0,6.57083333333333
1612404,20110607,13,48,0.01,6.575
1612404,20110607,13,54,0.02,6.57916666666667
1612404,20110607,14,0,0.03,6.58333333333333
1612404,20110607,14,6,0.04,6.5875
1612404,20110607,14,12,0.05,6.59166666666667
1612404,20110607,14,18,0.06,6.59583333333333
1612404,20110607,14,24,0.08,6.6
1612404,20110607,14,30,0.09,6.60416666666667
1612404,20110607,14,36,0.1,6.60833333333333
1612404,20110607,14,42,0.12,6.6125
1612404,20110607,14,48,0.14,6.61666666666667
1612404,20110607,14,54,0.15,6.62083333333333
1612404,20110607,15,0,0.17,6.625
1612404,20110607,15,6,0.19,6.62916666666667
1612404,20110607,15,12,0.21,6.63333333333333
1612404,20110607,15,18,0.23,6.6375
1612404,20110607,15,24,0.25,6.64166666666667
1612404,20110607,15,30,0.27,6.64583333333333
1612404,20110607,15,36,0.29,6.65
1612404,20110607,15,42,0.31,6.65416666666667
1612404,20110607,15,48,0.33,6.65833333333333
1612404,20110607,15,54,0.35,6.6625
1612404,20110607,16,0,0.38,6.66666666666667
1612404,20110607,16,6,0.4,6.67083333333333
1612404,20110607,16,12,0.42,6.675
1612404,20110607,16,18,0.44,6.67916666666667
1612404,20110607,16,24,0.46,6.68333333333333
1612404,20110607,16,30,0.48,6.6875
1612404,20110607,16,36,0.51,6.69166666666667
1612404,20110607,16,42,0.52,6.69583333333333
1612404,20110607,16,48,0.54,6.7
1612404,20110607,16,54,0.56,6.70416666666667
1612404,20110607,17,0,0.58,6.70833333333333
1612404,20110607,17,6,0.6,6.7125
1612404,20110607,17,12,0.62,6.71666666666667
1612404,20110607,17,18,0.64,6.72083333333333
1612404,20110607,17,24,0.66,6.725
1612404,20110607,17,30,0.67,6.72916666666667
1612404,20110607,17,36,0.69,6.73333333333333
1612404,20110607,17,42,0.71,6.7375
1612404,20110607,17,48,0.72,6.74166666666667
1612404,20110607,17,54,0.73,6.74583333333333
1612404,20110607,18,0,0.74,6.75
1612404,20110607,18,6,0.76,6.75416666666667
1612404,20110607,18,12,0.77,6.75833333333333
1612404,20110607,18,18,0.78,6.7625
1612404,20110607,18,24,0.79,6.76666666666667
1612404,20110607,18,30,0.8,6.77083333333333
1612404,20110607,18,36,0.81,6.775
1612404,20110607,18,42,0.82,6.77916666666667
1612404,20110607,18,48,0.82,6.78333333333333
1612404,20110607,18,54,0.83,6.7875
1612404,20110607,19,0,0.84,6.79166666666667
1612404,20110607,19,6,0.84,6.79583333333333
1612404,20110607,19,12,0.85,6.8
1612404,20110607,19,18,0.85,6.80416666666667
1612404,20110607,19,24,0.85,6.80833333333333
1612404,20110607,19,30,0.85,6.8125
1612404,20110607,19,36,0.85,6.81666666666667
1612404,20110607,19,42,0.85,6.82083333333333
1612404,20110607,19,48,0.85,6.825
1612404,20110607,19,54,0.85,6.82916666666667
1612404,20110607,20,0,0.85,6.83333333333333
1612404,20110607,20,6,0.85,6.8375
1612404,20110607,20,12,0.84,6.84166666666667
1612404,20110607,20,18,0.84,6.84583333333333
1612404,20110607,20,24,0.83,6.85
1612404,20110607,20,30,0.83,6.85416666666667
1612404,20110607,20,36,0.82,6.85833333333333
1612404,20110607,20,42,0.82,6.8625
1612404,20110607,20,48,0.81,6.86666666666667
1612404,20110607,20,54,0.8,6.87083333333333
1612404,20110607,21,0,0.79,6.875
1612404,20110607,21,6,0.78,6.87916666666667
1612404,20110607,21,12,0.78,6.88333333333333
1612404,20110607,21,18,0.77,6.8875
1612404,20110607,21,24,0.76,6.89166666666667
1612404,20110607,21,30,0.75,6.89583333333333
1612404,20110607,21,36,0.74,6.9
1612404,20110607,21,42,0.73,6.90416666666667
1612404,20110607,21,48,0.72,6.90833333333333
1612404,20110607,21,54,0.72,6.9125
1612404,20110607,22,0,0.71,6.91666666666667
1612404,20110607,22,6,0.7,6.92083333333333
1612404,20110607,22,12,0.69,6.925
1612404,20110607,22,18,0.68,6.92916666666667
1612404,20110607,22,24,0.67,6.93333333333333
1612404,20110607,22,30,0.66,6.9375
1612404,20110607,22,36,0.66,6.94166666666667
1612404,20110607,22,42,0.65,6.94583333333333
1612404,20110607,22,48,0.64,6.95
1612404,20110607,22,54,0.63,6.95416666666667
1612404,20110607,23,0,0.63,6.95833333333333
1612404,20110607,23,6,0.62,6.9625
1612404,20110607,23,12,0.62,6.96666666666667
1612404,20110607,23,18,0.61,6.97083333333333
1612404,20110607,23,24,0.61,6.975
1612404,20110607,23,30,0.6,6.97916666666667
1612404,20110607,23,36,0.6,6.98333333333333
1612404,20110607,23,42,0.6,6.9875
1612404,20110607,23,48,0.59,6.99166666666667
1612404,20110607,23,54,0.59,6.99583333333333
1612404,20110608,0,0,0.59,7
1612404,20110608,0,6,0.59,7.00416666666667
1612404,20110608,0,12,0.59,7.00833333333333
1612404,20110608,0,18,0.6,7.0125
1612404,20110608,0,24,0.6,7.01666666666667
1612404,20110608,0,30,0.6,7.02083333333333
1612404,20110608,0,36,0.61,7.025
1612404,20110608,0,42,0.62,7.02916666666667
1612404,20110608,0,48,0.62,7.03333333333333
1612404,20110608,0,54,0.63,7.0375
1612404,20110608,1,0,0.64,7.04166666666667
1612404,20110608,1,6,0.65,7.04583333333333
1612404,20110608,1,12,0.67,7.05
1612404,20110608,1,18,0.68,7.05416666666667
1612404,20110608,1,24,0.7,7.05833333333333
1612404,20110608,1,30,0.71,7.0625
1612404,20110608,1,36,0.73,7.06666666666667
1612404,20110608,1,42,0.74,7.07083333333333
1612404,20110608,1,48,0.76,7.075
1612404,20110608,1,54,0.78,7.07916666666667
1612404,20110608,2,0,0.81,7.08333333333333
1612404,20110608,2,6,0.83,7.0875
1612404,20110608,2,12,0.85,7.09166666666667
1612404,20110608,2,18,0.87,7.09583333333333
1612404,20110608,2,24,0.9,7.1
1612404,20110608,2,30,0.92,7.10416666666667
1612404,20110608,2,36,0.94,7.10833333333333
1612404,20110608,2,42,0.96,7.1125
1612404,20110608,2,48,0.99,7.11666666666667
1612404,20110608,2,54,1.01,7.12083333333333
1612404,20110608,3,0,1.04,7.125
1612404,20110608,3,6,1.07,7.12916666666667
1612404,20110608,3,12,1.09,7.13333333333333
1612404,20110608,3,18,1.12,7.1375
1612404,20110608,3,24,1.14,7.14166666666667
1612404,20110608,3,30,1.16,7.14583333333333
1612404,20110608,3,36,1.19,7.15
1612404,20110608,3,42,1.21,7.15416666666667
1612404,20110608,3,48,1.24,7.15833333333333
1612404,20110608,3,54,1.26,7.1625
1612404,20110608,4,0,1.29,7.16666666666667
1612404,20110608,4,6,1.31,7.17083333333333
1612404,20110608,4,12,1.34,7.175
1612404,20110608,4,18,1.36,7.17916666666667
1612404,20110608,4,24,1.38,7.18333333333333
1612404,20110608,4,30,1.4,7.1875
1612404,20110608,4,36,1.42,7.19166666666667
1612404,20110608,4,42,1.44,7.19583333333333
1612404,20110608,4,48,1.46,7.2
1612404,20110608,4,54,1.48,7.20416666666667
1612404,20110608,5,0,1.5,7.20833333333333
1612404,20110608,5,6,1.52,7.2125
1612404,20110608,5,12,1.53,7.21666666666667
1612404,20110608,5,18,1.55,7.22083333333333
1612404,20110608,5,24,1.56,7.225
1612404,20110608,5,30,1.57,7.22916666666667
1612404,20110608,5,36,1.58,7.23333333333333
1612404,20110608,5,42,1.59,7.2375
1612404,20110608,5,48,1.6,7.24166666666667
1612404,20110608,5,54,1.61,7.24583333333333
1612404,20110608,6,0,1.62,7.25
1612404,20110608,6,6,1.62,7.25416666666667
1612404,20110608,6,12,1.63,7.25833333333333
1612404,20110608,6,18,1.63,7.2625
1612404,20110608,6,24,1.63,7.26666666666667
1612404,20110608,6,30,1.63,7.27083333333333
1612404,20110608,6,36,1.63,7.275
1612404,20110608,6,42,1.62,7.27916666666667
1612404,20110608,6,48,1.62,7.28333333333333
1612404,20110608,6,54,1.61,7.2875
1612404,20110608,7,0,1.61,7.29166666666667
1612404,20110608,7,6,1.6,7.29583333333333
1612404,20110608,7,12,1.59,7.3
1612404,20110608,7,18,1.58,7.30416666666667
1612404,20110608,7,24,1.57,7.30833333333333
1612404,20110608,7,30,1.56,7.3125
1612404,20110608,7,36,1.54,7.31666666666667
1612404,20110608,7,42,1.52,7.32083333333333
1612404,20110608,7,48,1.51,7.325
1612404,20110608,7,54,1.49,7.32916666666667
1612404,20110608,8,0,1.47,7.33333333333333
1612404,20110608,8,6,1.45,7.3375
1612404,20110608,8,12,1.43,7.34166666666667
1612404,20110608,8,18,1.4,7.34583333333333
1612404,20110608,8,24,1.38,7.35
1612404,20110608,8,30,1.35,7.35416666666667
1612404,20110608,8,36,1.33,7.35833333333333
1612404,20110608,8,42,1.3,7.3625
1612404,20110608,8,48,1.28,7.36666666666667
1612404,20110608,8,54,1.25,7.37083333333333
1612404,20110608,9,0,1.22,7.375
1612404,20110608,9,6,1.19,7.37916666666667
1612404,20110608,9,12,1.15,7.38333333333333
1612404,20110608,9,18,1.12,7.3875
1612404,20110608,9,24,1.09,7.39166666666667
1612404,20110608,9,30,1.06,7.39583333333333
1612404,20110608,9,36,1.02,7.4
1612404,20110608,9,42,0.99,7.40416666666667
1612404,20110608,9,48,0.95,7.40833333333333
1612404,20110608,9,54,0.92,7.4125
1612404,20110608,10,0,0.89,7.41666666666667
1612404,20110608,10,6,0.85,7.42083333333333
1612404,20110608,10,12,0.82,7.425
1612404,20110608,10,18,0.78,7.42916666666667
1612404,20110608,10,24,0.74,7.43333333333333
1612404,20110608,10,30,0.71,7.4375
1612404,20110608,10,36,0.68,7.44166666666667
1612404,20110608,10,42,0.64,7.44583333333333
1612404,20110608,10,48,0.6,7.45
1612404,20110608,10,54,0.57,7.45416666666667
1612404,20110608,11,0,0.54,7.45833333333333
1612404,20110608,11,6,0.5,7.4625
1612404,20110608,11,12,0.47,7.46666666666667
1612404,20110608,11,18,0.44,7.47083333333333
1612404,20110608,11,24,0.4,7.475
1612404,20110608,11,30,0.37,7.47916666666667
1612404,20110608,11,36,0.34,7.48333333333333
1612404,20110608,11,42,0.31,7.4875
1612404,20110608,11,48,0.28,7.49166666666667
1612404,20110608,11,54,0.25,7.49583333333333
1612404,20110608,12,0,0.22,7.5
1612404,20110608,12,6,0.19,7.50416666666667
1612404,20110608,12,12,0.17,7.50833333333333
1612404,20110608,12,18,0.14,7.5125
1612404,20110608,12,24,0.11,7.51666666666667
1612404,20110608,12,30,0.09,7.52083333333333
1612404,20110608,12,36,0.07,7.525
1612404,20110608,12,42,0.05,7.52916666666667
1612404,20110608,12,48,0.03,7.53333333333333
1612404,20110608,12,54,0.01,7.5375
1612404,20110608,13,0,0,7.54166666666667
1612404,20110608,13,6,-0.02,7.54583333333333
1612404,20110608,13,12,-0.03,7.55
1612404,20110608,13,18,-0.04,7.55416666666667
1612404,20110608,13,24,-0.05,7.55833333333333
1612404,20110608,13,30,-0.06,7.5625
1612404,20110608,13,36,-0.06,7.56666666666667
1612404,20110608,13,42,-0.07,7.57083333333333
1612404,20110608,13,48,-0.07,7.575
1612404,20110608,13,54,-0.07,7.57916666666667
1612404,20110608,14,0,-0.07,7.58333333333333
1612404,20110608,14,6,-0.07,7.5875
1612404,20110608,14,12,-0.06,7.59166666666667
1612404,20110608,14,18,-0.06,7.59583333333333
1612404,20110608,14,24,-0.05,7.6
1612404,20110608,14,30,-0.04,7.60416666666667
1612404,20110608,14,36,-0.03,7.60833333333333
1612404,20110608,14,42,-0.02,7.6125
1612404,20110608,14,48,-0.01,7.61666666666667
1612404,20110608,14,54,0.01,7.62083333333333
1612404,20110608,15,0,0.02,7.625
1612404,20110608,15,6,0.04,7.62916666666667
1612404,20110608,15,12,0.06,7.63333333333333
1612404,20110608,15,18,0.07,7.6375
1612404,20110608,15,24,0.09,7.64166666666667
1612404,20110608,15,30,0.11,7.64583333333333
1612404,20110608,15,36,0.13,7.65
1612404,20110608,15,42,0.15,7.65416666666667
1612404,20110608,15,48,0.18,7.65833333333333
1612404,20110608,15,54,0.2,7.6625
1612404,20110608,16,0,0.22,7.66666666666667
1612404,20110608,16,6,0.25,7.67083333333333
1612404,20110608,16,12,0.27,7.675
1612404,20110608,16,18,0.3,7.67916666666667
1612404,20110608,16,24,0.32,7.68333333333333
1612404,20110608,16,30,0.35,7.6875
1612404,20110608,16,36,0.37,7.69166666666667
1612404,20110608,16,42,0.4,7.69583333333333
1612404,20110608,16,48,0.43,7.7
1612404,20110608,16,54,0.46,7.70416666666667
1612404,20110608,17,0,0.49,7.70833333333333
1612404,20110608,17,6,0.51,7.7125
1612404,20110608,17,12,0.54,7.71666666666667
1612404,20110608,17,18,0.57,7.72083333333333
1612404,20110608,17,24,0.59,7.725
1612404,20110608,17,30,0.62,7.72916666666667
1612404,20110608,17,36,0.65,7.73333333333333
1612404,20110608,17,42,0.68,7.7375
1612404,20110608,17,48,0.7,7.74166666666667
1612404,20110608,17,54,0.73,7.74583333333333
1612404,20110608,18,0,0.75,7.75
1612404,20110608,18,6,0.78,7.75416666666667
1612404,20110608,18,12,0.8,7.75833333333333
1612404,20110608,18,18,0.82,7.7625
1612404,20110608,18,24,0.85,7.76666666666667
1612404,20110608,18,30,0.87,7.77083333333333
1612404,20110608,18,36,0.89,7.775
1612404,20110608,18,42,0.91,7.77916666666667
1612404,20110608,18,48,0.93,7.78333333333333
1612404,20110608,18,54,0.94,7.7875
1612404,20110608,19,0,0.96,7.79166666666667
1612404,20110608,19,6,0.98,7.79583333333333
1612404,20110608,19,12,1,7.8
1612404,20110608,19,18,1.01,7.80416666666667
1612404,20110608,19,24,1.02,7.80833333333333
1612404,20110608,19,30,1.04,7.8125
1612404,20110608,19,36,1.05,7.81666666666667
1612404,20110608,19,42,1.06,7.82083333333333
1612404,20110608,19,48,1.07,7.825
1612404,20110608,19,54,1.08,7.82916666666667
1612404,20110608,20,0,1.09,7.83333333333333
1612404,20110608,20,6,1.1,7.8375
1612404,20110608,20,12,1.11,7.84166666666667
1612404,20110608,20,18,1.11,7.84583333333333
1612404,20110608,20,24,1.12,7.85
1612404,20110608,20,30,1.12,7.85416666666667
1612404,20110608,20,36,1.13,7.85833333333333
1612404,20110608,20,42,1.13,7.8625
1612404,20110608,20,48,1.13,7.86666666666667
1612404,20110608,20,54,1.13,7.87083333333333
1612404,20110608,21,0,1.13,7.875
1612404,20110608,21,6,1.13,7.87916666666667
1612404,20110608,21,12,1.13,7.88333333333333
1612404,20110608,21,18,1.12,7.8875
1612404,20110608,21,24,1.12,7.89166666666667
1612404,20110608,21,30,1.11,7.89583333333333
1612404,20110608,21,36,1.11,7.9
1612404,20110608,21,42,1.1,7.90416666666667
1612404,20110608,21,48,1.09,7.90833333333333
1612404,20110608,21,54,1.09,7.9125
1612404,20110608,22,0,1.08,7.91666666666667
1612404,20110608,22,6,1.07,7.92083333333333
1612404,20110608,22,12,1.06,7.925
1612404,20110608,22,18,1.05,7.92916666666667
1612404,20110608,22,24,1.04,7.93333333333333
1612404,20110608,22,30,1.03,7.9375
1612404,20110608,22,36,1.02,7.94166666666667
1612404,20110608,22,42,1,7.94583333333333
1612404,20110608,22,48,0.99,7.95
1612404,20110608,22,54,0.98,7.95416666666667
1612404,20110608,23,0,0.97,7.95833333333333
1612404,20110608,23,6,0.95,7.9625
1612404,20110608,23,12,0.94,7.96666666666667
1612404,20110608,23,18,0.93,7.97083333333333
1612404,20110608,23,24,0.92,7.975
1612404,20110608,23,30,0.9,7.97916666666667
1612404,20110608,23,36,0.89,7.98333333333333
1612404,20110608,23,42,0.88,7.9875
1612404,20110608,23,48,0.86,7.99166666666667
1612404,20110608,23,54,0.85,7.99583333333333
1612404,20110609,0,0,0.84,8
1612404,20110609,0,6,0.83,8.00416666666667
1612404,20110609,0,12,0.81,8.00833333333333
1612404,20110609,0,18,0.8,8.0125
1612404,20110609,0,24,0.79,8.01666666666667
1612404,20110609,0,30,0.78,8.02083333333333
1612404,20110609,0,36,0.77,8.025
1612404,20110609,0,42,0.76,8.02916666666667
1612404,20110609,0,48,0.75,8.03333333333333
1612404,20110609,0,54,0.74,8.0375
1612404,20110609,1,0,0.73,8.04166666666667
1612404,20110609,1,6,0.72,8.04583333333333
1612404,20110609,1,12,0.72,8.05
1612404,20110609,1,18,0.71,8.05416666666667
1612404,20110609,1,24,0.71,8.05833333333333
1612404,20110609,1,30,0.71,8.0625
1612404,20110609,1,36,0.7,8.06666666666667
1612404,20110609,1,42,0.7,8.07083333333333
1612404,20110609,1,48,0.7,8.075
1612404,20110609,1,54,0.7,8.07916666666667
1612404,20110609,2,0,0.71,8.08333333333333
1612404,20110609,2,6,0.71,8.0875
1612404,20110609,2,12,0.71,8.09166666666667
1612404,20110609,2,18,0.72,8.09583333333333
1612404,20110609,2,24,0.73,8.1
1612404,20110609,2,30,0.73,8.10416666666667
1612404,20110609,2,36,0.74,8.10833333333333
1612404,20110609,2,42,0.75,8.1125
1612404,20110609,2,48,0.76,8.11666666666667
1612404,20110609,2,54,0.77,8.12083333333333
1612404,20110609,3,0,0.79,8.125
1612404,20110609,3,6,0.8,8.12916666666667
1612404,20110609,3,12,0.81,8.13333333333333
1612404,20110609,3,18,0.83,8.1375
1612404,20110609,3,24,0.84,8.14166666666667
1612404,20110609,3,30,0.86,8.14583333333333
1612404,20110609,3,36,0.88,8.15
1612404,20110609,3,42,0.89,8.15416666666667
1612404,20110609,3,48,0.91,8.15833333333333
1612404,20110609,3,54,0.93,8.1625
1612404,20110609,4,0,0.94,8.16666666666667
1612404,20110609,4,6,0.96,8.17083333333333
1612404,20110609,4,12,0.98,8.175
1612404,20110609,4,18,1,8.17916666666667
1612404,20110609,4,24,1.01,8.18333333333333
1612404,20110609,4,30,1.03,8.1875
1612404,20110609,4,36,1.05,8.19166666666667
1612404,20110609,4,42,1.07,8.19583333333333
1612404,20110609,4,48,1.09,8.2
1612404,20110609,4,54,1.11,8.20416666666667
1612404,20110609,5,0,1.13,8.20833333333333
1612404,20110609,5,6,1.15,8.2125
1612404,20110609,5,12,1.16,8.21666666666667
1612404,20110609,5,18,1.18,8.22083333333333
1612404,20110609,5,24,1.2,8.225
1612404,20110609,5,30,1.22,8.22916666666667
1612404,20110609,5,36,1.23,8.23333333333333
1612404,20110609,5,42,1.25,8.2375
1612404,20110609,5,48,1.27,8.24166666666667
1612404,20110609,5,54,1.28,8.24583333333333
1612404,20110609,6,0,1.3,8.25
1612404,20110609,6,6,1.31,8.25416666666667
1612404,20110609,6,12,1.32,8.25833333333333
1612404,20110609,6,18,1.33,8.2625
1612404,20110609,6,24,1.34,8.26666666666667
1612404,20110609,6,30,1.35,8.27083333333333
1612404,20110609,6,36,1.36,8.275
1612404,20110609,6,42,1.37,8.27916666666667
1612404,20110609,6,48,1.37,8.28333333333333
1612404,20110609,6,54,1.38,8.2875
1612404,20110609,7,0,1.38,8.29166666666667
1612404,20110609,7,6,1.39,8.29583333333333
1612404,20110609,7,12,1.39,8.3
1612404,20110609,7,18,1.39,8.30416666666667
1612404,20110609,7,24,1.39,8.30833333333333
1612404,20110609,7,30,1.38,8.3125
1612404,20110609,7,36,1.38,8.31666666666667
1612404,20110609,7,42,1.38,8.32083333333333
1612404,20110609,7,48,1.37,8.325
1612404,20110609,7,54,1.37,8.32916666666667
1612404,20110609,8,0,1.36,8.33333333333333
1612404,20110609,8,6,1.35,8.3375
1612404,20110609,8,12,1.34,8.34166666666667
1612404,20110609,8,18,1.33,8.34583333333333
1612404,20110609,8,24,1.32,8.35
1612404,20110609,8,30,1.31,8.35416666666667
1612404,20110609,8,36,1.29,8.35833333333333
1612404,20110609,8,42,1.28,8.3625
1612404,20110609,8,48,1.26,8.36666666666667
1612404,20110609,8,54,1.25,8.37083333333333
1612404,20110609,9,0,1.23,8.375
1612404,20110609,9,6,1.21,8.37916666666667
1612404,20110609,9,12,1.19,8.38333333333333
1612404,20110609,9,18,1.17,8.3875
1612404,20110609,9,24,1.15,8.39166666666667
1612404,20110609,9,30,1.13,8.39583333333333
1612404,20110609,9,36,1.1,8.4
1612404,20110609,9,42,1.08,8.40416666666667
1612404,20110609,9,48,1.05,8.40833333333333
1612404,20110609,9,54,1.02,8.4125
1612404,20110609,10,0,1,8.41666666666667
1612404,20110609,10,6,0.97,8.42083333333333
1612404,20110609,10,12,0.94,8.425
1612404,20110609,10,18,0.91,8.42916666666667
1612404,20110609,10,24,0.88,8.43333333333333
1612404,20110609,10,30,0.85,8.4375
1612404,20110609,10,36,0.82,8.44166666666667
1612404,20110609,10,42,0.79,8.44583333333333
1612404,20110609,10,48,0.76,8.45
1612404,20110609,10,54,0.73,8.45416666666667
1612404,20110609,11,0,0.69,8.45833333333333
1612404,20110609,11,6,0.66,8.4625
1612404,20110609,11,12,0.63,8.46666666666667
1612404,20110609,11,18,0.59,8.47083333333333
1612404,20110609,11,24,0.56,8.475
1612404,20110609,11,30,0.53,8.47916666666667
1612404,20110609,11,36,0.5,8.48333333333333
1612404,20110609,11,42,0.47,8.4875
1612404,20110609,11,48,0.43,8.49166666666667
1612404,20110609,11,54,0.4,8.49583333333333
1612404,20110609,12,0,0.37,8.5
1612404,20110609,12,6,0.34,8.50416666666667
1612404,20110609,12,12,0.31,8.50833333333333
1612404,20110609,12,18,0.28,8.5125
1612404,20110609,12,24,0.25,8.51666666666667
1612404,20110609,12,30,0.22,8.52083333333333
1612404,20110609,12,36,0.19,8.525
1612404,20110609,12,42,0.16,8.52916666666667
1612404,20110609,12,48,0.13,8.53333333333333
1612404,20110609,12,54,0.1,8.5375
1612404,20110609,13,0,0.08,8.54166666666667
1612404,20110609,13,6,0.06,8.54583333333333
1612404,20110609,13,12,0.03,8.55
1612404,20110609,13,18,0.01,8.55416666666667
1612404,20110609,13,24,-0.01,8.55833333333333
1612404,20110609,13,30,-0.03,8.5625
1612404,20110609,13,36,-0.05,8.56666666666667
1612404,20110609,13,42,-0.06,8.57083333333333
1612404,20110609,13,48,-0.08,8.575
1612404,20110609,13,54,-0.09,8.57916666666667
1612404,20110609,14,0,-0.1,8.58333333333333
1612404,20110609,14,6,-0.11,8.5875
1612404,20110609,14,12,-0.12,8.59166666666667
1612404,20110609,14,18,-0.12,8.59583333333333
1612404,20110609,14,24,-0.13,8.6
1612404,20110609,14,30,-0.13,8.60416666666667
1612404,20110609,14,36,-0.13,8.60833333333333
1612404,20110609,14,42,-0.13,8.6125
1612404,20110609,14,48,-0.12,8.61666666666667
1612404,20110609,14,54,-0.12,8.62083333333333
1612404,20110609,15,0,-0.11,8.625
1612404,20110609,15,6,-0.1,8.62916666666667
1612404,20110609,15,12,-0.1,8.63333333333333
1612404,20110609,15,18,-0.09,8.6375
1612404,20110609,15,24,-0.07,8.64166666666667
1612404,20110609,15,30,-0.06,8.64583333333333
